datetime,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,sub_metering_4
2006-12-31,1.9015617384979087,0.13138379705400982,241.4408510638298,8.031051100200036,1.248408801600291,2.2178123295144574,7.411438443353337,20.8150360714539
2007-01-31,1.5460320788530466,0.13267535842293907,240.90507213261648,6.546899641577061,1.2641801075268817,1.7758736559139785,7.3834229390681,15.343724613503584
2007-02-28,1.40113501984127,0.11364370039682539,240.51956225198413,5.9147718253968256,1.1802083333333333,1.6023561507936508,6.704117063492063,13.86556878844742
2007-03-31,1.3186485663082437,0.11474767025089606,240.51339269713262,5.5730689964157705,1.361312724014337,2.3468189964157706,6.504883512544803,11.764460876155914
2007-04-30,0.87453875,0.11812185185185184,239.03631805555554,3.758731481481482,1.0560648148148148,0.9231018518518519,4.657013888888889,7.939465285422453
2007-05-31,0.9858618279569893,0.11534260752688173,235.17836379928315,4.297464157706093,1.6966173835125449,1.6158602150537635,5.1399641577060935,7.978588713395386
2007-06-30,0.8278531944444445,0.14641199074074074,238.87525555555553,3.607828703703704,1.3844907407407407,1.6243287037037037,4.387337962962963,6.401395834174399
2007-07-31,0.6682444892473118,0.12766729390681003,237.67831586021504,2.9479211469534055,0.966913082437276,1.2552643369175627,3.473073476702509,5.442157259573701
2007-08-31,0.7639066756272401,0.11281465053763441,237.93509789426523,3.311509856630824,0.8120743727598566,1.113597670250896,5.0502240143369175,5.7558818663247315
2007-09-30,0.969509537037037,0.12602106481481481,239.42393032407406,4.175416666666667,1.2249074074074073,1.7425231481481482,5.2409490740740745,7.950112659450786
2007-10-31,1.1039072580645162,0.09345013440860214,239.72584206989248,4.677163978494624,0.9681451612903226,1.969399641577061,5.736559139784946,9.724350359435125
2007-11-30,1.2944862962962962,0.09655421296296296,240.86933310185185,5.445995370370371,1.1764583333333334,1.7052546296296296,6.937268518518518,11.755790122953936
2007-12-31,1.6264511200716847,0.1109008064516129,241.72580443548387,6.819462365591398,1.6597222222222223,1.8577732974910395,8.118794802867383,15.471228339574374
2008-01-31,1.4599709677419355,0.08755165770609319,240.64613306451614,6.1819354838709675,1.383557347670251,1.4092965949820788,6.993525985663083,14.546469534325716
2008-02-29,1.1814066570881225,0.08716178160919541,240.60291163793104,4.9743438697318005,0.9624521072796934,1.3565134099616858,6.129573754789272,11.241571682540709
2008-03-31,1.2453937724014337,0.10151393369175628,241.32526232078854,5.235071684587814,1.4146057347670251,1.775918458781362,6.265389784946237,11.300648895804212
2008-04-30,1.115972037037037,0.12411481481481482,241.2211912037037,4.697060185185185,1.0898148148148148,1.6405324074074075,6.844398148148148,9.024788599718518
2008-05-31,1.024256182795699,0.1545008512544803,240.36806070788532,4.38399641577061,1.18915770609319,1.3196236559139785,6.5103270609319,8.051827960145161
2008-06-30,0.9941046759259259,0.15163305555555556,238.97518564814814,4.301495370370371,1.5909259259259259,1.468726851851852,6.715763888888889,6.792994604588542
2008-07-31,0.7948091397849462,0.14677186379928314,239.77093951612903,3.4637948028673833,1.0598790322580645,0.9949820788530466,5.091061827956989,6.100896058335036
2008-08-31,0.2764861111111111,0.1278090053763441,240.43299910394265,1.2635663082437276,0.08676075268817204,0.49874551971326164,1.784655017921147,2.237940573214404
2008-09-30,0.9876803703703704,0.12498041666666668,240.12458078703705,4.212347222222222,1.2124074074074074,1.032175925925926,6.580601851851852,7.636154328648958
2008-10-31,1.136973611111111,0.1056753136200717,240.32798431899644,4.798508064516129,0.9877464157706093,1.4167114695340501,6.1977150537634405,10.347387244958558
2008-11-30,1.3875833333333334,0.1013425,240.58557847222224,5.867152777777778,1.3487731481481482,1.2937268518518519,6.499259259259259,13.984629633948147
2008-12-31,1.2754786738351256,0.09139991039426523,243.0813472222222,5.306030465949821,1.0104614695340501,0.8839381720430107,6.91301523297491,12.450563018472222
2009-01-31,1.410233064516129,0.09849247311827956,243.79317965949818,5.867195340501792,1.6722894265232975,1.6342517921146953,7.38405017921147,12.813293015981184
2009-02-28,1.2495566964285714,0.0963203869047619,242.39653224206347,5.208829365079365,1.1859871031746032,1.2581101190476192,7.363343253968254,11.018504464647817
2009-03-31,1.2267161290322581,0.1043356182795699,242.30368010752687,5.148897849462365,1.4481406810035842,1.084834229390681,7.363284050179211,10.549009864961919
2009-04-30,1.1407318981481482,0.12304194444444445,241.63310092592596,4.816726851851852,1.2619212962962962,1.217685185185185,7.126782407407408,9.405809417777778
2009-05-31,1.012802329749104,0.11958682795698924,240.11890770609318,4.299991039426524,0.9760304659498208,1.1223118279569892,6.967988351254481,7.81370818206586
2009-06-30,0.8344799074074074,0.13385087962962963,241.04184976851852,3.5795972222222225,0.7726851851851851,0.7149768518518519,6.394699074074074,6.025637345646991
2009-07-31,0.6182152329749104,0.1677608870967742,242.01783938172042,2.7106675627240144,0.4082885304659498,0.9526881720430107,4.21008064516129,4.732529868437612
2009-08-31,0.6605078853046595,0.18811845878136202,241.27867831541218,2.9175896057347668,0.7621639784946237,0.8648521505376344,4.36594982078853,5.015498805906138
2009-09-30,0.9869237962962963,0.15389833333333333,241.14626712962962,4.213078703703704,1.1944907407407408,1.068148148148148,6.865787037037037,7.320304012204167
2009-10-31,1.1444928315412186,0.13142020609318997,240.8940905017921,4.81875,1.2259856630824373,1.2036066308243727,7.33698476702509,9.30830346908535
2009-11-30,1.2748184722222222,0.12671152777777778,241.9465611111111,5.33425,1.3991898148148147,1.2386574074074075,7.767314814814815,10.841812505349537
2009-12-31,1.3644259856630825,0.12975304659498207,244.0823100358423,5.661787634408602,1.2948700716845878,1.198252688172043,8.600940860215054,11.646369472927868
2010-01-31,1.424478046594982,0.1263073476702509,243.5797027329749,5.918884408602151,1.2879256272401434,1.4338709677419355,9.452912186379928,11.566592003265322
2010-02-28,1.375883878968254,0.10243720238095239,242.34803472222222,5.7158581349206345,1.2219246031746032,1.3291666666666666,10.212053571428571,10.168253147990576
2010-03-31,1.1325854390681005,0.12506232078853047,241.95548140681004,4.738991935483871,0.7860439068100359,1.3802195340501793,7.74260752688172,8.967553021746864
2010-04-30,1.0272835185185185,0.12485416666666667,241.78280370370368,4.305148148148148,0.8841666666666667,0.8443518518518518,7.779907407407407,7.61296605350926
2010-05-31,1.0953143817204303,0.12218333333333334,240.36921124551972,4.630990143369176,1.077665770609319,1.1732974910394265,8.168548387096774,7.835728048401098
2010-06-30,0.9696113425925925,0.15011569444444445,240.84191180555555,4.169203703703704,1.5219212962962962,1.103611111111111,7.105393518518518,6.429263125484375
2010-07-31,0.7210785842293906,0.16547818100358422,240.54805510752686,3.130855734767025,0.39576612903225805,0.7696908602150537,4.321505376344086,6.531014040105063
2010-08-31,0.6323472222222222,0.12515291218637992,241.19004637096774,2.7295250896057346,0.3852822580645161,0.6919354838709677,4.260439068100358,5.201463569074373
2010-09-30,0.9534305092592592,0.12561143518518517,241.12246180555556,4.054199074074074,1.011273148148148,0.8140277777777778,6.776226851851852,7.288980709750925
2010-10-31,1.1634155017921148,0.13756272401433692,242.1593597670251,4.889081541218638,1.0797715053763441,1.3490591397849463,7.071863799283154,9.889563918841622
2010-11-30,1.1968544668974586,0.11079913050479026,240.72188766336578,5.057708719104742,1.2388159836835466,1.1346912486917318,6.631591659286692,10.942475556436948
